0,1,2,3,4,5,6,7,8,9,targeting_variable
-0.8990688379520428,-1.0777001299167437,-0.07701095315856255,-1.1220714611622402,0.061763006936348175,0.4095085085094352,-0.6663360710210062,0.07597126805640886,-1.2120780471476873,0.045793500474282656,0.5488135039273248
0.20974495069504784,-0.6811425780326136,-1.2037497579565408,-1.3935368298191664,0.11806429219530956,-1.0660442889990311,-0.7211819046062876,-0.8483262640287278,-0.844758325459705,-0.18467284546992502,0.7151893663724195
0.2675532625584113,-0.32921402161550983,0.3115130688227824,-1.2218740388555762,-0.47488882281485034,-0.23174940531486177,-0.17281071681933036,-0.09106847387223416,-0.9364631728033147,0.16162578293353402,0.6027633760716439
-1.2814720580930952,-0.9878117542988726,-0.6074551818436466,-0.36088699782119293,-0.9543148197110639,0.2707681069058213,-0.6411895199617156,-1.3442085147655272,0.09322034857564432,0.3860246085046789,0.5448831829968969
-0.730999499167215,-0.3143676301684696,-0.2575135937634011,0.1795870382638577,-1.1199782516157537,0.25885332872118527,0.01956420316373364,-1.3538146074564685,-0.289824456794438,-1.3675872651209806,0.4236547993389047
-0.6530142183945765,-0.4470678774310711,-0.3761347018082951,0.20786322430876625,-1.0517800753450883,0.04323760641033514,-0.7414516863258268,-0.3120143938897587,-0.03000726722138991,-0.19781178124903198,0.6458941130666561
0.1534139665151829,-0.16544819684829248,0.16397400654716432,0.38043974228458277,0.37125047184047066,-0.781810772254344,0.5063584434478164,-1.3222532186385636,-0.2047818243983578,-0.4471380958588512,0.4375872112626925
-1.430820860463054,-0.8214769036222992,-1.7598636813819009,-0.7843446856015311,-0.18284211703438558,-1.6098281756562782,-1.2410686273003364,-0.6295264586784802,-1.173170443407821,-1.0617669464867152,0.8917730007820798
-1.2867609641809887,-0.9983229692931075,-1.2172708530464191,-1.6751661140092786,-1.566037168103681,-1.805169580454504,-1.0283486250628289,-0.27285489148356157,-1.7825605937306512,-0.6462117654706929,0.9636627605010293
-0.5429951979187727,0.35932052436369644,-0.6568144271643396,0.005445258638128947,-0.5852170657537198,-0.2995446368501452,0.16644976405884482,0.5522726480731545,-1.1136666236933639,-0.32524739708768713,0.3834415188257777
-1.52718775331387,-1.730717597797907,-0.2958237975762448,0.17481759960559717,-0.6009184718101044,-1.6468597480736324,-1.6682690802593505,-1.162630310747046,-1.0299569172259402,-1.7839920696006237,0.7917250380826646
0.1564708865120934,-0.5917353869873441,0.4625204444081299,0.23939895043658588,-0.5273423041291949,-0.27477866439706866,-0.8997909212487323,-0.9221827109259322,-1.2684849953314994,-0.43809448704244414,0.5288949197529045
-1.4047020309269587,-0.6743252426370546,-0.9245957212399786,0.013022109721541386,-0.8051533335244953,0.234946042605931,-1.1889837009124102,0.2930485872301877,-0.38147127188582164,-1.327561356642203,0.5680445610939323
-0.9212962972927792,-1.3897602635111395,-0.4275236443673953,-0.6229777606700697,-1.8001236156568357,-1.0905041985560795,-0.15132423207711887,-1.1099426530045071,-0.43833551498424983,-1.6988314958295563,0.925596638292661
0.6627971956096775,-0.0661725314278444,0.8241082782622814,0.003606285608020232,0.4674153095920618,0.8731917336505429,0.3876579616620376,0.08351061452381103,-0.3376197789792318,-0.9859858831460696,0.07103605819788694
-0.22203788138558056,-0.262168383840643,0.5589952155735669,-0.7086238873056019,0.3981604042061564,-1.0120020739240583,0.6856013564868584,0.2487558925244424,-0.24224172516032194,-0.5561138554335006,0.08712929970154071
-0.6514163172496369,0.15107187391769628,-0.1997410475067899,0.4658273876261695,0.7933307055348019,-0.4289153053355147,0.2795823169663364,-0.17477401246014435,-0.9347404113987142,0.21064694853098975,0.02021839744032572
-1.105214713894132,-1.8051677548951783,-0.888059883417533,-1.6492820438038116,-0.5762805300870263,-0.7796271147293391,-0.8319223592221986,0.04113857143066413,-0.0717650881155546,-0.40475191232503505,0.832619845547938
